Timestamp (raw),Age (raw),Gender (raw),Graduation Year (raw),Language Number (raw),Current Course (raw),First Course (raw),Background (raw),Reading Proficiency (raw),Writing Proficiency (raw),Listening Comprehension Proficiency (raw),Speaking Proficiency (raw),Overhear (raw),Overhear Year (raw),Overhear Year (clean),Overhear Location (raw),Overhear Amount (raw),Overhear Frequency (raw),Practice (raw),Practice Year (raw),Practice Year (clean),Practice Location (raw),Practice Amount (raw),Practice Frequency (raw),Apps (raw),Apps Year (raw),Apps Year (clean),Apps Frequency (raw),Apps Type (raw),Read (raw),Read Year (raw),Read Year (clean),Read Frequency (raw),Read Type (raw),Podcast (raw),Podcast Year (raw),Podcast Year (clean),Podcast Frequency (raw),Music (raw),Music Year (raw),Music Year (clean),Music Frequency (raw),Music Choice (raw),Television (raw),Television Year (raw),Television Year (clean),Television Frequency (raw),Television Subtitles (raw),Abroad (raw),Abroad Speaking (raw),Comments (raw)
2/28/2025 11:22:06,19,Woman,May 2028,second language,SPAN 101,SPAN 101,I took spanish classes since I was in kindergarden through my school. ,"Beginner: you know some vocabulary and grammar, for example you can read a sign to know where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",No,,,,,,No,,,,,,No,,,,,No,,,,,No,,,,No,,,,,No,,,,,I have traveleld to Spain and was there for 3 weeks. I was 18 when I traveld to Spain.,"Yes, a few words when I needed to",
2/28/2025 11:22:08,19,Woman,May 2027,second language,Span101,Span101,Took it in highschool,"Beginner: you know some vocabulary and grammar, for example you can read a sign to know where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",Yes,5 years,5 years,"School, Work",A few conversations,Weekly,No,,,,,,Yes,5,5,Once a week,quizlet and sometimes duolingo,No,,,,,No,,,,No,,,,,No,,,,,No,,
2/28/2025 11:22:18,21,Man,May 2026,second language,SPAN 101,SPAN 101,I did not know or learn any Spanish prior to taking this course,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",Yes,Upwards of 18 years,Upwards of 18 years,School,A few conversations,Daily,No,,,,,,Yes,0.3,0.3,Less than once a week,Duolingo,No,0,,Less than once a week,,No,0,,Less than once a week,No,,,,,Yes,0.5,0.5,Less than once a week,"Spanish audio, Non-spanish subtitles",,,
2/28/2025 11:22:18,19,Woman,May 2027,second language,span 100,span 100,took in highschool and middle school,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",No,0.5,0.5,School,A few conversations,Weekly,No,0.3,0.3,around ,A few conversations,Less than once a week,No,0,,Less than once a week,,No,0,,Less than once a week,,No,,,Less than once a week,Yes,3,3,Once a week,I turn on the music,No,0,,Less than once a week,,no,No,
2/28/2025 11:23:33,20,Man,May 2027,second language,SPAN 101,SPAN 101,I took spanish in high school for four years.,"Advanced: you can read more complex sentences from a native speaker, you can read about past, present, and future events.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,2,2,"School, Work",Most conversations,Daily,No,,,,,,No,,,,,No,,,,,No,,,,Yes,4,4,Less than once a week,I turn on the music,No,,,,,I went to Tijuana for a University Ministry Immersion trip last year during spring break with USD.,"Yes, some of the time/to some people",N/A
2/28/2025 11:23:44,18,Woman,May 2028,second language,SPAN 101,SPAN 101,Some family speaks spanish and I took 3 years in High School,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,18,18,"Home, School, Work",A few conversations,Weekly,No,,,,,,No,,,,,No,,,,,No,,,,Yes,18,18,Once a week,Someone else turns on the music,No,,,,,,,
2/28/2025 11:23:49,18,Woman,May 2028,second language,SPAN 101,SPAN 101,I took two years of spanish in highschool. ,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",No,,,School,A few conversations,Monthly,Yes,0.5,0.5,roommate,A few conversations,Once a week,Yes,3,3,Less than once a week,duolingo,No,,,,,No,,,,Yes,0.5,0.5,Less than once a week,I turn on the music,No,,,,,I traveled to Mexico but couldn't converse with anyone.,No,
2/28/2025 11:24:16,19,Woman,May 2028,second language,SPAN 101,SPAN 101,My whole family is bilingual and I took spanish all of high school. My grandparents live in Mexico so when I would visit them I had to know a little spanish. ,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,Probably 10+ years,Probably 10+ years,School,A few conversations,Weekly,Yes,3,3,"Home, School",A few words,Once a week,No,,,,,Yes,1,1,Once a day,Homework VHL everyday,No,,,,Yes,3,3,Once a week,I turn on the music,No,,,,,Yes I go visit my grandparents in baja mexico every year since I was born. And I spent a month in the Dominican Republic working there.,"Yes, some of the time/to some people",No thank you.
2/28/2025 11:25:14,43,Man,May 2027,second language,spanish 101,Span 101,2 years in high school 20 years ago,"Beginner: you know some vocabulary and grammar, for example you can read a sign to know where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",No,,,,,,Yes,less than a month,0.05,Home,A few conversations,Once a week,Yes,1 month,0.08,More than once a day,babel,Yes,1 month,0.08,More than once a day,,No,,,,No,,,,,No,,,,,yes puerto rico,No,
2/28/2025 11:25:24,20,Man,May 2027,second language,SPAN 100,SPAN 100,I have taken spanish for around 3-4 years now throughout school. Including middle school even more so. I didn't think I would need to continue taking it in college so I finished at spanish 3 in my highschool. Overall I feel as if I have taken spansih forever at this point. I think that in college it should be optional.,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,,,,,,No,,,,,,No,,,,,No,,,,,No,,,,Yes,2 maybe,2 maybe,Less than once a week,I turn on the music,No,,,,,I have been to many spanish speaking countries and have spent a lot of time in those places. Especially Costa Rica and spain. Definetly is the best help when considering help with learning about the language.,"Yes, some of the time/to some people",nope
2/28/2025 11:25:32,22,Man,May 2026,second language,Spanish 101,Spanish 101,"Took a few years in Highschool, forgot most of it. ","Advanced: you can read more complex sentences from a native speaker, you can read about past, present, and future events.","Advanced: you can write more complex sentences to a native speaker, you can write about past, present, and future events.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,10,10,"School, Work",A few conversations,Weekly,No,0,0,School,A few conversations,Less than once a week,No,0,,Once a week,None,No,,,,,No,,,,Yes,2,2,Once a week,I turn on the music,No,,,,,I’ve traveled to Spain and Mexico. Didn’t live there but was able to visit and use a tiny bit of Spanish I know. ,"Yes, a few words when I needed to",
2/28/2025 11:25:55,19,Woman,May 2027,second language,Spanish 101,Spanish 101,"I took Spanish for several years in middle school and high school, but never practiced enough for it to stick. I have been in Mexico many times and exposed to the language, but I have trouble keeping up in conversations.","Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,10 years,10 years,"School, ",A few conversations,Weekly,No,,,,,,No,,,,,No,,,,,No,,,,No,,,,,No,,,,,"My parents built a house in Mexico when I was a baby, so I have been going there my entire life. A lot of the people there speak English, so I have never had to really practice my Spanish.","Yes, a few words when I needed to",
2/28/2025 11:27:01,19,Man,May 2027,third language,SPAN 101,SPAN 101,"I was first exposed to Spanish during elementary middle school, where I took one class that was a survey of Spanish, not counting as Spanish for language requirement but for more of a cultural taste. I then moved to LA where I live now and made many friends of hispanic heritage who speak Spanish.  Through them, I learned some phrases and jokes. ","Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",Yes,5 years ,5 years ,"School, hangouts ",A few words,Weekly,No,,,,,,Yes,"VHL, 0.5 years","VHL, 0.5 years",Once a day,VHL central ,No,,,,,No,,,,Yes,2 years ,2 years ,Once a week,Someone else turns on the music,No,,,,,No,No,
2/28/2025 11:27:10,23,Woman,May 2026,second language,101,SPAN 101,I have taken Spanish classes from kindergarten to my junior year of high school. I have friends that speak Spanish but I am not surrounded by them all day. ,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",Yes,3,3,"School, Work",A few conversations,Weekly,No,0.3,0.3,School,A few words,Less than once a week,Yes,5,5,Less than once a week,Doulingo,Yes,3,3,Less than once a week,"Magazines, Newspapers",No,non,,Less than once a week,Yes,5,5,Less than once a week,Someone else turns on the music,No,0,,Less than once a week,"Spanish audio, Non-spanish subtitles",none,"Yes, some of the time/to some people",no
2/28/2025 12:26:05,20,Woman,May 2026,second language,SPAN 101,SPAN 101,Took 3 years of Spanish in high school,"Beginner: you know some vocabulary and grammar, for example you can read a sign to know where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",Yes,20,20,"School, Work",A few conversations,Daily,Yes,0.1,0.1,"School, Tutoring",A few conversations,Once a week,No,,,,,No,,,,,No,,,,Yes,5,5,Less than once a week,I turn on the music,No,,,,,Spain 4 days ,"Yes, a few words when I needed to",
2/28/2025 12:26:17,20,Man,May 2027,second language,Span 100,Span 100,"I lived in south america for 3 months in elementary school, both my siblings are fluent through spanish emersion programs, and I took up through spanish 4 in high school. ","Advanced: you can read more complex sentences from a native speaker, you can read about past, present, and future events.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Advanced: you can carry out more complex conversations with a native speaker, you can understand them about past, present, and future events.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,Most of my life,_AGE_,"School, Work",A few conversations,Daily,No,,,,,,No,,,,,No,,,,,No,,,,No,,,,,No,,,,,"Ecuador, 3 months -- Nicaragua 1 month -- Cuba, Panama briefly","Yes, some of the time/to some people",
2/28/2025 12:26:30,19,Woman,May 2028,language beyond third language,Span 101,span 101,"I took Spanish in middle school for two years then two years in high school. I have had friends who speak in Spanish to their family but never to me, ","Beginner: you know some vocabulary and grammar, for example you can read a sign to know where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",Yes,10,10,"School, Work",A few conversations,Daily,No,Not sure,,"School, Tutoring",A few conversations,Once a day,Yes,5,5,Once a day,Duolingo,Yes,Not sure,,Once a day,"Easy chapter books, Websites",No,N/a,,Less than once a week,No,N/a,,Less than once a week,I turn on the music,No,N/a,,Less than once a week,"Spanish audio, Non-spanish subtitles",I’ve traveled to Mexico for one week when i was about 15. I also went to Costa Rica when i was 17 for two weeks. ,"Yes, some of the time/to some people",
2/28/2025 12:27:20,18,Woman,May 2028,second language,SPAN 101,SPAN 101,I took Spanish class in 8th and 9th grade. ,"Beginner: you know some vocabulary and grammar, for example you can read a sign to know where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",Yes,.5 years,0.5 years,School,A few conversations,Daily,No,,,,,,No,,,,,No,,,,,No,,,,No,,,,,No,,,,,I travelled to Mexico for a week when I was 13 and another week when I was 17. I also travelled to Ecuador for two weeks when I was 17.,"Yes, a few words when I needed to",no
2/28/2025 12:27:22,20,Woman,May 2027,second language,SPAN101,SPAN101,My mom and her side of the family speaks spanish,"Beginner: you know some vocabulary and grammar, for example you can read a sign to know where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",Yes,20 years,20 years,Home,A few conversations,Monthly,Yes,.2 years,0.2 years,"Home, School",A few conversations,Once a week,No,,,,,No,,,,,No,,,,Yes,1 year,1 year,Once a day,I turn on the music,No,,,,,"Mexico, a few weeks 14, 18, 20 years old",No,
2/28/2025 12:27:45,22,Man,December 2025,second language,SPAN 101,SPAN 101,"I took an after school Spanish class in third grade, and this is my first Spanish class since. Aside from a couple trips to Mexico I have come into contact with almost zero Spanish.","Beginner: you know some vocabulary and grammar, for example you can read a sign to know where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",No,0,0,School,A few conversations,Yearly,No,,,,,,No,,,,,No,,,,,No,,,,Yes,2,2,Less than once a week,I turn on the music,No,,,,,I have been to Mexico about 12 times for a week each trip. Yearly from when I was 8 until now plus or minus a couple trips.,"Yes, a few words when I needed to",
2/28/2025 12:27:45,19,Man,December 2028,second language,SPAN 101,SPAN 101,My dad speaks Spanish fluently and all of his side of the family does as well. I was never taught but I can piece together sentences and form brief responses in certain cases. I took Spanish I and Spanish II in high school my freshman and sophomore years. ,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,19,19,"Home, School, Work",A few conversations,Daily,No,,,,,,No,,,,,No,,,,,No,,,,Yes,4-5 years,4.5 years,Once a day,I turn on the music,No,,,,,I have traveled to Mexico. I spent 2 weeks in an adobe house on the beach of San Felipe. ,"Yes, a few words when I needed to",no
2/28/2025 12:28:11,32,Man,December 2026,second language,SPAN 101,SPAN 101,"I took a Spanish class in high school but did not learn too much from it. Now, my wife and her family speak Spanish, and even though I hear it pretty regularly, I still have not picked up on being able to speak it. ","Beginner: you know some vocabulary and grammar, for example you can read a sign to know where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",Yes,4 years,4 years,Home,A few conversations,Weekly,Yes,.,,Home,A few conversations,Once a week,No,,,,,No,,,,,No,,,,No,,,,,No,,,,,No,,N/A
2/28/2025 12:28:14,18,Man,May 2028,second language,Spanish Semester 101,Spanish Semester 101,"4 years of spanish, 1 middle school + 3 highschool. I also travel to mexico every year so I have some knowledge through my travel experience.","Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",Yes,3,3,"Home, School",A few conversations,Daily,Yes,2,2,Home,A few conversations,Less than once a week,Yes,4 years,4 years,More than once a day,Duo Lingo,Yes,1,1,Once a week,"Easy chapter books, Magazines, Scholarly Articles, Websites",No,0,,Less than once a week,No,0,,Less than once a week,Someone else turns on the music,No,0,,Less than once a week,"Spanish audio, Non-spanish subtitles",I go every year to Mexico specifically cabo and I spend 1-2 weeks there. ,No,N/a
2/28/2025 12:28:17,18,Woman,May 2028,third language,SPAN 101,SPAN 101,I went up to spanish 3 in high school.,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,18,18,"Home, School",Exclusively Spanish,Weekly,No,,,,,,No,,,,,No,,,,,No,,,,No,,,,,No,,,,,"Yes, spain","Yes, a few words when I needed to",
2/28/2025 12:28:23,19,Woman,May 2028,second language,SPAN 101,SPAN 101,"I took Spanish from kindergarten-junior year of high school. I made it to the first year of IB Spanish SL, but took a two year break from learning Spanish before getting to USD.","Advanced: you can read more complex sentences from a native speaker, you can read about past, present, and future events.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,0.5 years,0.5 years,My roommate this year speaks Spanish,A few conversations,Weekly,No,,,,,,No,,,,,No,,,,,No,,,,,,,,,No,,,,,"I have traveled to Spain twice. The first time I was 12, and spend two weeks there. the second time I was 15 and stayed for 3 weeks.","Yes, a few words when I needed to",
2/28/2025 12:28:44,21,Woman,May 2026,third language,,SPAN 101,,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Beginner: you know some vocabulary and grammar, for example you can write a sentence asking where the restroom is.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",No,,,School,A few words,Monthly,No,,,,,Once a day,No,,,,,No,,,,,No,,,,No,,,,,No,,,,,,No,
2/28/2025 12:29:27,25,Man,May 2026,second language,SPAN 101,SPAN 101,"I took Spanish while I was in high school, but this is my first Spanish course at USD.  While im at work there are quite a few people that speak Spanish and sometimes when I interact with companies we hire they only speak Spanish or little English. No one in my family speaks Spanish and some of my friends speak Spanish.","Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Beginner: you know some vocabulary and grammar, for example you can understand someone telling you where the restroom is.","Beginner: you know some vocabulary and grammar, for example you can ask where the restroom is.",Yes,2,2,Work,A few conversations,Weekly,No,,,,,,No,,,,,No,,,,,No,,,,No,,,,,No,,,,,I've been to Mexico one time for a week on vacation,"Yes, a few words when I needed to",
2/28/2025 12:56:50,27,Woman,May 2026,first language,SPAN 101,SPAN 101,Best friend in high school spoke on/off Spanish so I was around it for 4 years. ,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,0.2,0.2,"School, Military ",A few conversations,Weekly,Yes,0.1,0.1,"Home, School",A few words,Once a day,No,,,,,No,,,,,No,,,,No,,,,I turn on the music,No,,,,,No,No,
2/28/2025 20:56:04,21,Woman,May 2026,second language,SPAN 303,SPAN 201,"godmother from mexico, have been taking spanish classes since i was six years old","Advanced: you can read more complex sentences from a native speaker, you can read about past, present, and future events.","Advanced: you can write more complex sentences to a native speaker, you can write about past, present, and future events.",Fluent: you can listen and understand Spanish without translating in your head first.,"Advanced: you can carry out more complex conversations with a native speaker, you can talk about past, present, and future events.",Yes,15,15,"School, Work",A few conversations,Daily,Yes,,,Tutoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2025 10:16:35,21,Woman,May 2026,first language,"SPAN 434, SPAN 306",SPAN 202,Spanish is my first language so i learned it at home bc of my parents.,Fluent: you can read Spanish without translating in your head first.,Fluent: you can write Spanish without translating in your head first.,Fluent: you can listen and understand Spanish without translating in your head first.,Fluent: you can speak Spanish without translating in your head first.,Yes,21,21,"Home, School, Work",Most conversations,Daily,Yes,21,21,"School, When I call my parents",Most conversations,More than once a day,No,,,,,Yes,21,21,Once a day,"Young adult books, Novels, Nonfiction books, Scholarly Articles, Websites",Yes,5,5,Less than once a week,Yes,21,21,More than once a day,I turn on the music,Yes,21,21,More than once a day,"Spanish audio, Spanish subtitles",,,
3/3/2025 10:16:40,35,Man,Non-degree student. Seminarian study for the priesthood.,second language,SPAN 434,Writing and composition ,Took classes in high school and when I was enrolled in community college ,"Advanced: you can read more complex sentences from a native speaker, you can read about past, present, and future events.","Advanced: you can write more complex sentences to a native speaker, you can write about past, present, and future events.","Advanced: you can carry out more complex conversations with a native speaker, you can understand them about past, present, and future events.","Advanced: you can carry out more complex conversations with a native speaker, you can talk about past, present, and future events.",No,0,,,,,Yes,3,3,Tutoring,Exclusively Spanish,More than once a day,No,,,,,Yes,3,3,More than once a day,"Easy chapter books, Young adult books, Novels, Magazines, Newspapers, Websites",No,,,,Yes,5,5,More than once a day,I turn on the music,Yes,3,3,More than once a day,"Spanish audio, Spanish subtitles","I have traveled to Peru, Bolivia, and Mexico for short trips. I also lived in Mexico City for 4.5 months.","Yes, completely, even to those I was traveling/living with",
3/3/2025 10:17:11,21,Woman,May 2026,second language,Span 434,span 201,i took spanish all throughout middle and high school and love speaking spanish. none of my family except my sister can speak spanish so it’s exciting to learn a new language,"Conversational: you can read very simple sentences from a native speaker, for example you can read about likes and dislikes.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can understand them about likes and dislikes.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,6 years,6 years,School,A few conversations,Daily,Yes,6 years,6 years,Home,A few conversations,Once a day,No,,,,,No,,,,,No,,,,Yes,4,4,Once a week,I turn on the music,Yes,3-4,3.5,Less than once a week,"Spanish audio, Non-spanish subtitles",,,
3/3/2025 10:17:35,21,Woman,May 2025,second language,SPAN434,SPAN 301 (?) I’m pretty sure,I went to a spanish immersion elementary school where I was taught and spoke in spanish for half of the day every day. I took more spanish classes in junior and high school as well and have some family members that speak spanish. ,Fluent: you can read Spanish without translating in your head first.,"Advanced: you can write more complex sentences to a native speaker, you can write about past, present, and future events.",Fluent: you can listen and understand Spanish without translating in your head first.,Fluent: you can speak Spanish without translating in your head first.,Yes,4,4,"School, Work",A few conversations,Weekly,No,,,,,,No,,,,,No,,,,,No,,,,,6,6,Once a day,I turn on the music,Yes,4,4,Less than once a week,"Spanish audio, Non-spanish subtitles","I went to Spain for two weeks my freshman year of high school, I was about 15. 
I studied in Panama for almost 4 months my second semester junior year, I was 20. 
I’ve travelled to Mexico for day trips for school as well as a family trip for a few days.","Yes, some of the time/to some people",
3/3/2025 10:19:10,20,Woman,May 2026,second language,SPAN 434,SPAN 201,"I took Spanish courses starting from middle school all the way up until now, my junior year of college. However only my cousins speak Spanish (no immediate family) and they do not usually speak Spanish at family events. However, I studied abroad in Madrid this pay semester and stayed with a host family. This transformed my Spanish as I began to speak it every day and learn the in and outs of the language.","Advanced: you can read more complex sentences from a native speaker, you can read about past, present, and future events.","Conversational: you can write very simple sentences to a native speaker, for example you can write about your likes and dislikes.","Advanced: you can carry out more complex conversations with a native speaker, you can understand them about past, present, and future events.","Conversational: you can carry out very simple conversations with a native speaker, for example you can talk about your likes and dislikes.",Yes,5 years ,5 years ,"Home, School, Work",A few conversations,Daily,Yes,1 year,1 year,Home,A few conversations,Less than once a week,Yes,1.5 years ,1.5 years ,Once a day,Duolingo,No,1,1,Less than once a week,Novels,No,0,,Less than once a week,Yes,2 years,2 years,Once a week,I turn on the music,Yes,3 years ,3 years ,Once a week,,Madrid for four months abroad. I lived with a host family and spoke Spanish every day. I was 20 years old at the time of this trip. ,"Yes, completely, even to those I was traveling/living with",N/A
3/3/2025 10:19:29,20,Woman,May 2027,second language,SPAN 434,SPAN 303,"Grew up speaking Spanish with family, was enrolled in dual immersion schools elementary-high school, took classes in Spanish and took AP Spanish 4&5 + College level Spanish 10 & 11",Fluent: you can read Spanish without translating in your head first.,"Advanced: you can write more complex sentences to a native speaker, you can write about past, present, and future events.",Fluent: you can listen and understand Spanish without translating in your head first.,Fluent: you can speak Spanish without translating in your head first.,Yes,20,20,"Home, School",A few conversations,Daily,Yes,19 (whatever age babies start speaking),19 (whatever age babies start speaking),"Home, School",A few conversations,Once a day,No,,,,,Yes,17,17,Once a week,"Scholarly Articles, Websites, Legal papers with parents",No,,,,Yes,15,15,Once a week,Someone else turns on the music,No,,,,,"I visit family in Mexico just about yearly, we’ve gone since I was around 8, skipping a few years here and there. We go for 2-3 weeks, used to be in the summer but has been during winter break the past 4 years I’d say","Yes, completely, even to those I was traveling/living with",
3/3/2025 10:21:02,20,Man,May 2027,second language,SPAN 434,SPAN 304,"In 2014-2015 I lived in Costa Rica. I went to public school, forcing me to completely immerse myself in the language and learn it in order to “survive”, make friends, play soccer, understand school, etc. My mom is fluent in Spanish and a Spanish teacher for high school level language. Growing up she sprinkled words in here and there but never spoke to me in the language so until my move abroad with family I didn’t really understand anything. When I got back to the USA I went to a dual immersion school. 5th grade-8th grade I was on the dual immersion track, then in high school I did AP Spanish. ",Fluent: you can read Spanish without translating in your head first.,Fluent: you can write Spanish without translating in your head first.,Fluent: you can listen and understand Spanish without translating in your head first.,Fluent: you can speak Spanish without translating in your head first.,Yes,11 years,11 years,"Home, School, Work",A few conversations,Daily,Yes,11 years ,11 years ,"Home, School, Work",A few conversations,More than once a day,No,,,,,Yes,11 years,11 years,Once a week,"Young adult books, Novels, Nonfiction books, Scholarly Articles",No,,,,Yes,11 years,11 years,Once a day,I turn on the music,No,,,,,"I lived in Costa Rica for a year and a half when I was 8,9,10 (I turned 9 right as we arrived) we got there in January of 2014 (my bday is Feb) and then we moved back to the United States September of 2015","Yes, completely, even to those I was traveling/living with",NA
